CustomerID;Gender;Senior_Citizen;Partner;Dependents;Tenure_Months;Phone_Service;Multiple_Lines;Internet_Service;Online_Security;Online_Backup;Device_Protection;Tech_Support;Streaming_TV;Streaming_Movies;Contract;Paperless_Billing;Payment_Method;Monthly_Charges;Total_Charges;Churn_Label;Churn_Value;Churn_Reason
6994;Female;No;Yes;Yes;24;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;Two year;No;Electronic check;64,35;1558,65;No;0;
660;Female;No;No;No;8;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);80,1;679,3;Yes;1;Network reliability
1964;Female;No;Yes;Yes;7;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;50,7;350,35;No;0;
6428;Female;No;Yes;Yes;68;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic);83,65;5733,4;No;0;
4580;Female;Yes;Yes;Yes;24;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Two year;Yes;Electronic check;96,55;2263,45;No;0;
3856;Female;;No;No;7;Yes;No;DSL;Yes;No;No;No;No;Yes;One year;Yes;Electronic check;59,1;369,25;No;0;
5465;Male;No;No;No;16;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;80,55;1248,9;No;0;
4666;Male;No;Yes;No;43;Yes;Yes;DSL;Yes;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;80,2;3581,6;No;0;
122;Female;No;Yes;No;48;No;No phone service;DSL;Yes;No;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);45,3;2145;Yes;1;Price too high
2064;Female;No;Yes;Yes;61;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);115,1;7008,15;No;0;
468;Female;No;No;No;12;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);78,1;947,3;Yes;1;Attitude of support person
4227;Female;No;Yes;Yes;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,1;52;No;0;
4764;Female;No;Yes;No;25;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;Month-to-month;Yes;Mailed check;71,05;1837,7;No;0;
1504;Female;No;No;No;39;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;50,75;2011,4;Yes;1;Attitude of support person
6524;Male;No;No;No;28;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;No;One year;Yes;Bank transfer (automatic);91,25;2483,65;No;0;
1774;;Yes;Yes;No;57;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;100,6;5746,15;Yes;1;Network reliability
147;Female;Yes;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;85,7;85,7;Yes;1;Competitor offered higher download speeds
2545;Male;No;No;No;19;Yes;No;DSL;No;Yes;No;Yes;No;Yes;One year;Yes;Bank transfer (automatic);65,35;1231,85;No;0;
4780;Male;Yes;Yes;No;17;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,8;1563,9;No;0;
2413;Male;No;Yes;No;61;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20,55;1305,95;No;0;
916;Male;No;No;;3;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;43,3;123,65;Yes;1;Lack of affordable download/upload speed
6742;;No;Yes;No;25;Yes;Yes;DSL;No;No;Yes;No;No;No;Month-to-month;No;Credit card (automatic);55,55;1405,3;No;0;
2003;Female;No;Yes;No;34;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;24,7;780,2;No;0;
4470;Male;No;No;No;17;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);55,5;934,15;No;0;
1817;Female;Yes;No;No;4;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;88,85;372,45;Yes;1;Don't know
2838;Male;No;Yes;No;42;No;No phone service;DSL;No;Yes;Yes;No;No;Yes;One year;Yes;Credit card (automatic);45,1;2049,05;No;0;
2648;Male;No;No;No;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;19,8;572,2;No;0;
2253;Female;No;No;No;28;Yes;No;DSL;Yes;No;No;Yes;No;No;One year;No;Mailed check;54,3;1546,3;No;0;
6373;Male;No;No;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;118,2;8547,15;No;0;
4163;Female;;No;Yes;43;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);106;4532,3;No;0;
847;Male;No;No;No;3;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;No;Mailed check;55,15;159,15;Yes;1;Network reliability
1407;Female;Yes;No;No;3;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,3;235,5;Yes;1;Competitor offered higher download speeds
3878;Male;No;No;No;62;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Bank transfer (automatic);43,7;2618,3;No;0;
4747;;No;Yes;Yes;34;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,8;635,9;No;0;
5375;Male;No;No;No;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20,6;754;No;0;
291;Female;No;No;No;4;Yes;No;Fiber optic;Yes;No;Yes;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);94,4;387,2;Yes;1;Competitor had better devices
4930;Male;No;Yes;No;65;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;Two year;No;Bank transfer (automatic);76,15;4929,55;No;0;
6183;Female;No;Yes;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);89,3;6388,65;No;0;
5294;Male;No;Yes;Yes;44;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20;860,85;No;0;
6526;Female;No;No;No;46;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);104,4;4904,2;No;0;
984;Female;No;Yes;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;68,95;68,95;Yes;1;Limited range of services
3718;Male;No;No;Yes;41;Yes;No;DSL;Yes;Yes;Yes;No;Yes;No;One year;No;Mailed check;70,2;2894,55;No;0;
1771;Female;No;No;No;2;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;45,25;85,5;Yes;1;Product dissatisfaction
1151;Male;Yes;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;25,1;25,1;Yes;1;Competitor made better offer
3779;Male;No;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);20;198,7;No;0;
5553;Male;No;Yes;Yes;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);65,65;4664,5;No;0;
4022;Female;No;Yes;Yes;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);63,8;4684,3;No;0;
6220;;No;Yes;Yes;25;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Electronic check;54,3;1296,8;No;0;
19;Female;No;No;Yes;9;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;94,4;857,25;Yes;1;Price too high
3511;Male;No;Yes;No;4;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;70,5;294,2;No;0;
2221;Male;Yes;Yes;No;64;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;No;Electronic check;102,1;6538,45;No;0;
4880;Female;No;No;Yes;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;49,9;49,9;No;0;
5056;Male;No;Yes;No;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;20,85;1539,75;No;0;
5366;Male;No;No;No;44;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);85,25;3704,15;No;0;
3305;Male;No;No;No;3;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;No;Mailed check;54,65;189,1;No;0;
3260;Male;No;No;No;27;Yes;No;DSL;Yes;Yes;No;No;No;No;One year;No;Bank transfer (automatic);55,45;1477,65;No;0;
970;Female;No;Yes;No;67;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);108,75;7156,2;Yes;1;Competitor had better devices
209;Female;No;Yes;No;50;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;One year;No;Electronic check;108,55;5610,7;Yes;1;Moved
1997;Male;No;Yes;No;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,9;1363,45;No;0;
6454;Male;No;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,7;57,5;No;0;
6788;Female;No;Yes;Yes;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20,3;224,5;No;0;
793;;No;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;84,5;84,5;Yes;1;Price too high
6086;Male;;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;89,4;6376,55;No;0;
4118;Female;No;Yes;No;48;Yes;No;DSL;No;Yes;Yes;No;No;Yes;One year;Yes;Electronic check;65,65;3094,65;No;0;
5824;;No;Yes;No;60;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,95;1258,15;No;0;
6520;Female;No;Yes;Yes;30;Yes;No;DSL;No;No;Yes;Yes;Yes;No;One year;Yes;Electronic check;64,5;1985,15;No;0;
3063;Male;No;No;No;27;Yes;Yes;DSL;No;No;Yes;Yes;No;No;Month-to-month;No;Electronic check;59,45;1611,65;No;0;
6080;;No;Yes;Yes;70;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;110,2;7689,8;No;0;
1239;Male;No;Yes;No;39;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);80;3182,95;Yes;1;Moved
5949;Female;Yes;No;No;21;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);95,4;2025,1;No;0;
6974;;No;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,1;53,05;No;0;
1462;Male;No;No;No;1;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Mailed check;55,7;55,7;Yes;1;Product dissatisfaction
3661;Male;No;Yes;Yes;4;No;No phone service;DSL;Yes;No;No;No;Yes;No;Month-to-month;No;Credit card (automatic);38,55;156,1;No;0;
6527;Female;No;Yes;No;23;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Mailed check;90,15;2044,95;No;0;
5271;Male;No;No;Yes;1;Yes;No;DSL;No;No;No;Yes;No;Yes;Month-to-month;Yes;Mailed check;59,55;59,55;No;0;
1290;Male;;Yes;No;17;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;89,4;1539,45;Yes;1;Service dissatisfaction
1461;Female;;No;No;3;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;97,9;315,3;Yes;1;Price too high
5724;Female;No;No;No;8;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);65,5;573,15;No;0;
5152;Male;No;No;No;43;Yes;No;DSL;No;Yes;No;No;No;Yes;Two year;Yes;Electronic check;60;2548,55;No;0;
6057;Male;Yes;Yes;No;72;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);73,45;5329;No;0;
2018;Male;No;No;No;59;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;111,35;6519,75;No;0;
3471;Male;Yes;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;Yes;Two year;Yes;Credit card (automatic);102,65;7550,3;No;0;
3366;;Yes;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;70,6;70,6;No;0;
4561;Female;No;No;No;9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,05;157,65;No;0;
1295;Male;No;No;No;5;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;51;305,95;Yes;1;Long distance charges
4002;Female;Yes;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);90,15;6716,45;No;0;
3746;Male;No;Yes;Yes;34;No;No phone service;DSL;No;No;No;Yes;Yes;No;Two year;Yes;Electronic check;40,55;1325,85;No;0;
4967;Female;No;Yes;Yes;52;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;23,05;1255,1;No;0;
3355;Female;No;No;No;16;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;86,25;1340,1;No;0;
6269;;No;No;No;17;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;One year;No;Credit card (automatic);79,85;1387,35;No;0;
6551;Female;No;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;74,9;136,05;No;0;
6110;Female;No;No;No;3;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,25;229,7;No;0;
566;Male;No;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;75,3;75,3;Yes;1;Attitude of support person
2938;Male;No;Yes;Yes;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,35;152,6;No;0;
558;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;79,95;79,95;Yes;1;Attitude of support person
3040;Male;No;Yes;Yes;48;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);26,3;1245,05;No;0;
3186;Female;No;No;No;2;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;91,15;168,5;No;0;
5562;Male;No;Yes;No;66;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Bank transfer (automatic);115,8;7942,15;No;0;
5010;Male;No;Yes;Yes;22;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;88,75;1885,15;No;0;
1425;Male;No;No;No;10;Yes;Yes;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);72,15;794,25;Yes;1;Limited range of services
5583;;Yes;Yes;Yes;48;No;No phone service;DSL;No;Yes;No;No;No;No;One year;No;Bank transfer (automatic);29,9;1388,75;No;0;
6981;Male;No;No;No;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,8;309,4;No;0;
6550;Female;No;No;No;7;Yes;No;DSL;No;No;Yes;Yes;No;Yes;Month-to-month;No;Bank transfer (automatic);62,8;418,3;No;0;
4395;Female;No;No;No;26;Yes;Yes;DSL;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);69,5;1800,05;No;0;
2565;Male;No;No;No;33;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Two year;No;Bank transfer (automatic);80,6;2651,1;No;0;
3278;Male;;No;No;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,95;1399,35;No;0;
6356;Male;No;Yes;Yes;21;Yes;Yes;DSL;Yes;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);75,9;1549,75;No;0;
2487;Male;No;No;No;47;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;103,1;4889,3;No;0;
107;Female;No;Yes;No;22;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;No;Electronic check;83,3;1845,9;Yes;1;Lack of self-service on Website
6832;Male;No;Yes;Yes;52;Yes;No;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Electronic check;79,2;4016,3;No;0;
6895;Female;No;Yes;Yes;53;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,9;1146,05;No;0;
4491;Male;Yes;Yes;No;70;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);90,05;6333,4;No;0;
3019;Female;No;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,35;45,3;No;0;
4597;Female;No;No;No;59;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;83,25;4949,1;No;0;
4567;Female;Yes;Yes;No;70;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);19,55;1462,05;No;0;
1644;Female;Yes;No;No;6;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;98,25;560,6;Yes;1;Attitude of support person
3776;;No;Yes;Yes;53;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);108,25;5935,1;No;0;
473;Male;Yes;Yes;No;32;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;85;2642,05;Yes;1;Attitude of support person
1992;Male;No;No;No;10;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);25,7;251,6;No;0;
6177;Female;Yes;No;No;35;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);110,8;3836,3;No;0;
3676;Male;No;Yes;Yes;32;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);19,45;674,55;No;0;
6347;Male;No;Yes;No;61;Yes;Yes;DSL;Yes;No;Yes;No;No;Yes;Two year;Yes;Mailed check;69,9;4226,7;No;0;
4087;Female;No;No;No;18;Yes;Yes;DSL;Yes;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;60,6;1156,35;No;0;
3798;Female;No;Yes;Yes;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);98,65;7129,45;No;0;
5322;Male;No;No;Yes;19;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;20;377,55;No;0;
6949;Female;No;Yes;Yes;57;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);20,1;1087,7;No;0;
993;Female;No;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;25,2;25,2;Yes;1;Don't know
5777;Male;No;No;No;33;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;One year;No;Bank transfer (automatic);80,1;2603,3;No;0;
5296;Male;Yes;No;No;26;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;93,6;2404,1;No;0;
5018;;No;Yes;Yes;35;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;No;One year;Yes;Electronic check;89,7;3165,6;No;0;
886;Female;Yes;No;No;2;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Mailed check;54,85;104,2;Yes;1;Extra data charges
2759;Female;No;Yes;No;17;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;78,9;1348,95;No;0;
4996;;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);19,95;19,95;No;0;
818;Female;Yes;Yes;No;32;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);85,95;2628,6;Yes;1;Extra data charges
2055;Female;Yes;Yes;No;65;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;Yes;Month-to-month;No;Electronic check;94,4;6126,15;No;0;
4726;Male;No;Yes;Yes;26;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);82;2083,1;No;0;
5783;Female;No;Yes;Yes;;Yes;No;DSL;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;65,5;616,9;No;0;
5180;Female;No;No;No;61;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Mailed check;89,2;5500,6;No;0;
6139;Female;No;No;No;17;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);80,05;1345,65;No;0;
4589;Male;;No;No;43;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);75,35;3161,4;No;0;
5336;Male;No;Yes;No;72;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,65;6747,35;No;0;
1807;Male;No;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;86,8;620,35;Yes;1;Network reliability
1791;Male;;No;No;61;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);111,6;6876,05;Yes;1;Competitor offered more data
3195;Male;No;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);24,75;1769,6;No;0;
6362;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,95;19,95;No;0;
1158;Male;No;Yes;No;19;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;No;Electronic check;103,3;2012,7;Yes;1;Lack of affordable download/upload speed
4844;Female;No;Yes;Yes;59;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;25,45;1534,05;No;0;
956;Female;No;No;No;9;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;45,15;416,45;Yes;1;Product dissatisfaction
6730;Female;No;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,4;63,15;No;0;
6826;;No;No;No;27;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;50,35;1411,35;No;0;
5141;Female;No;Yes;Yes;70;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Bank transfer (automatic);79,7;5743,3;No;0;
4542;Male;Yes;Yes;No;33;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Electronic check;50;1750,85;No;0;
146;Female;Yes;No;No;4;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;89,2;346,2;Yes;1;Competitor had better devices
5517;Female;Yes;No;No;45;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;97,05;4385,05;No;0;
221;Male;No;Yes;No;59;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;One year;No;Electronic check;85,55;5084,65;Yes;1;Competitor offered more data
2987;Female;No;Yes;No;17;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;92,6;1579,7;No;0;
4862;Male;No;Yes;Yes;54;Yes;Yes;DSL;No;No;Yes;No;No;Yes;Two year;No;Credit card (automatic);63,35;3409,1;No;0;
5187;;No;No;No;3;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;No;Electronic check;84,3;235,05;No;0;
3224;Male;No;No;Yes;32;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,5;696,8;No;0;
4801;Male;No;No;Yes;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;24,35;1654,6;No;0;
3264;;No;No;No;14;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;31,1;419,7;No;0;
6163;Female;No;Yes;No;65;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;105,05;6914,95;No;0;
225;Female;No;No;No;6;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;83,9;497,55;Yes;1;Price too high
4636;Male;No;Yes;No;60;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);109,45;6572,85;No;0;
820;Female;No;No;No;29;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;30,6;856,35;Yes;1;Product dissatisfaction
1668;Male;No;No;No;54;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);105,4;5643,4;Yes;1;Product dissatisfaction
5848;Female;No;No;Yes;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);20,1;644,5;No;0;
4184;Female;No;Yes;Yes;36;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);19,2;702,9;No;0;
5380;Male;No;Yes;No;33;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;91,25;2964,05;No;0;
2581;Male;No;No;No;22;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Mailed check;55,1;1253,15;No;0;
5656;Male;Yes;No;No;71;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Electronic check;106,8;7623,2;No;0;
765;Female;No;Yes;No;28;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;92,35;2602,9;Yes;1;Lack of affordable download/upload speed
720;Female;No;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Mailed check;95,65;95,65;Yes;1;Attitude of service provider
5531;Female;No;Yes;Yes;17;Yes;No;DSL;Yes;Yes;No;No;Yes;Yes;Month-to-month;No;Mailed check;74,55;1215,8;No;0;
3786;Female;No;No;No;8;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Electronic check;49,4;408,25;No;0;
